structure.data (written by ASE) 
15 	 atoms 
2  atom types
#50.0                     150  xlo xhi
#50.0                     150  ylo yhi
#50.0                     150  zlo zhi
0.0                     100  xlo xhi
0.0                     100  ylo yhi
0.0                     100  zlo zhi


Atoms 

     1   1      51.824687974809081      49.974308530536923      50.159670628827428
     2   1      51.168596195462086      50.077954635471308      50.464878875208939
     3   1      50.585774766731156      50.540696169029616      49.011564875374013
     4   1      49.061172358047422      50.376421018942501      49.042362622732696
     5   1      48.171978761269891      50.493389646428149      49.948107276000805
     6   1      48.788808771822758      49.912896820582155      51.347404294732634
     7   1      50.132355475674302      49.876120430840032      51.441280095330484
     8   2      53.355175664923962       50.53527989789653      51.284423953749403
     9   2      52.938653253946981      49.359979962506699      50.379135090823851
    10   2      53.510114594095171      50.361330009872518      49.409314259699151
    11   2      51.033991916127164      50.523750741288211      48.113238730606582
    12   2      48.954055078761073      50.702513119477125      47.840949029696986
    13   2      47.174678447257335      50.237940008174391       49.88622453968501
    14   2      48.450470697103292      49.891197995469717      52.147853546733351
    15   2      50.504880265379221      49.841847487778089      52.617678618788112
